,标题,作者,调整出版物名称,出版年,起始页面,结束页面,Pages,会议名称,合计引用次数,每年的平均数,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Author_number
6133,Statin-induced Myopathy: Hypothesis About Randomized Evidence and Clinical Impressions,"Hennekens, Charles H.",AMERICAN JOURNAL OF MEDICINE,2009,4,5,1,0,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1
6134,Treatment of Venous Thromboembolism,"Merli, Geno J.",AMERICAN JOURNAL OF MEDICINE,2008,2,9,7,1,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1
6135,A suspicious stroke,"Gamaletsou, Maria; Sipsas, Nikolaos V.; Zormpala, Alexandra; Briasoulis, Alexandros; Kaltsas, Gregory A.",AMERICAN JOURNAL OF MEDICINE,2008,858,861,3,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,5
6136,"Sickle cell disease, a benign cause of numb chin syndrome","Mestoudjian, Pierre; Steichen, Olivier; Stankovic, Katia; Lecomte, Isabelle; Lionnet, Francois",AMERICAN JOURNAL OF MEDICINE,2008,1,1,0,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,5
6137,Heightened risk of cardiovascular disease in patients with rheumatoid arthritis - Introduction,"Pearson, Thomas A.",AMERICAN JOURNAL OF MEDICINE,2008,1,2,1,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
6138,Allopurinol hypersensitivity and DRESS syndrome - Reply,"Tausche, Anne-Kathrin; Aringer, Martin; Schroeder, Hans E.; Bornstein, Stefan R.; Wunderlich, Carsten; Wozel, Gottfried",AMERICAN JOURNAL OF MEDICINE,2008,27,27,0,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,6
6139,Reduced high-density lipoprotein cholesterol in patients receiving rosiglitazone and fenofibrate,"Venero, Carmelo V.; Thompson, Paul D.; Fernandez, Antonio B.",AMERICAN JOURNAL OF MEDICINE,2008,3,4,1,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,3
6140,Recently defined cardiomyopathies: A clinician's update,"Ramaraj, Radhakrishnan; Sorrell, Vincent L.; Marcus, Frank; Alpert, Joseph S.",AMERICAN JOURNAL OF MEDICINE,2008,674,681,7,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4
6141,Upper limb deep vein thrombosis and portable computer games,"Phipps, Colin; Joo, Heng",AMERICAN JOURNAL OF MEDICINE,2008,3,3,0,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2
6142,MRI Findings of Aspergillus Spondylitis,"Kwon, Jong Won; Hong, Sung Hwan; Choi, Sang-Hee; Yoon, Young Cheol; Lee, Sung Hoon",AMERICAN JOURNAL OF ROENTGENOLOGY,2011,919,923,4,0,7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,5
6143,Lipoprotein(a) and venous thromboembolism,"Folsom, Aaron R.; Chamberlain, Alanna",AMERICAN JOURNAL OF MEDICINE,2008,17,17,0,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2
6144,Surveillance of hepatocellular carcinoma: We must do better,"Sherman, Morris",AMERICAN JOURNAL OF MEDICINE,2008,89,90,1,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1
6145,Gadolinium-induced nephrogenic systemic fibrosis in patients with kidney and liver disease,"Shenoy, Chetan",AMERICAN JOURNAL OF MEDICINE,2008,11,11,0,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1
6146,"Internal medicine work hours: Trends, associations, and implications for the future","Shiotani, Lori M.; Parkerton, Patricia H.; Wenger, Neil S.; Needleman, Jack",AMERICAN JOURNAL OF MEDICINE,2008,80,85,5,0,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,4
6147,Anosmia induced by amiodarone,"Maruyama, Toru; Yasuda, Shioto; Odashiro, Keita; Kaji, Yoshikazu; Harada, Mine",AMERICAN JOURNAL OF MEDICINE,2007,9,9,0,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,5
6148,Diagnosis of acute pulmonary embolism: Always be vigilant,"Goldhaber, Samuel Z.",AMERICAN JOURNAL OF MEDICINE,2007,827,828,1,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1
6149,Communication skills: A call for teaching to the test,"Headly, Anna",AMERICAN JOURNAL OF MEDICINE,2007,912,915,3,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1
6150,Effective detection of celiac disease using salivary anti-transglutaminase,"Ocmant, Annick; Mascart, Francoise",AMERICAN JOURNAL OF MEDICINE,2007,15,15,0,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,2
6151,Spinal cord stimulation: A new form of pain modulatory treatment in cardiac syndrome X,"Sgueglia, Gregory Angelo; Sestito, Alfonso",AMERICAN JOURNAL OF MEDICINE,2007,17,17,0,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,2
6152,Improving risk assessment with cardiac testing in peripheral arterial disease,"Feringa, Harm H. H.; Elhendy, Abdou; Karagiannis, Stefanos E.; Noordzij, Peter G.; Dunkelgrun, Martin; Schouten, Olaf; Vidakovic, Radosav; van Domburg, Ron T.; Bax, Jeroen J.; Poldermans, Don",AMERICAN JOURNAL OF MEDICINE,2007,531,538,7,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,10
6153,Baclofen for alcohol withdrawal: Not comparable to the gold standard (benzodiazepines),"Saitz, Richard",AMERICAN JOURNAL OF MEDICINE,2007,9,9,0,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1
6154,Peer review: The best of the blemished?,"Alpert, Joseph S.",AMERICAN JOURNAL OF MEDICINE,2007,287,288,1,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1
6155,Dosing frequency of aspirin and prevention of heart attacks and strokes,"Amory, John K.; Amory, David W.",AMERICAN JOURNAL OF MEDICINE,2007,5,5,0,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2
6156,Spectrum of Imaging Findings in Immunocompromised Patients With HHV-6 Infection,"Sauter, Alexander; Ernemann, Ulrike; Beck, Robert; Klingel, Karin; Mahrholdt, Heiko; Bitzer, Michael; Horger, Marius",AMERICAN JOURNAL OF ROENTGENOLOGY,2009,373,380,7,0,7,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,7
6157,An evaluation of geriatrics activities within internal medicine subspecialties,"Sonu, Irene S.; High, Kevin P.; Clayton, Charles P.; Woolard, Nancy F.; Hazzard, William R.",AMERICAN JOURNAL OF MEDICINE,2006,995,1000,5,0,5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,5
6158,The tarnished tongue,"Alkhatib, Amer A.; Sessoms, Sandra",AMERICAN JOURNAL OF MEDICINE,2006,832,834,2,0,5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2
6159,Images in radiology,"Bettmann, Michael; Scheinfeld, Meir H.; Maniatis, Theodore; Gurell, Daniel",AMERICAN JOURNAL OF MEDICINE,2006,839,842,3,0,5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,4
6160,The Usefulness of Virtual MR Arthroscopy as an Adjunct to Conventional MR Arthrography in Detecting Anterior Labral Lesions of the Shoulder,"Song, Ho-Taek; Huh, Yong-Min; Kim, Sungjun; Kim, Sung-Jae; Suh, Jin-Suck",AMERICAN JOURNAL OF ROENTGENOLOGY,2009,149,155,6,0,7,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,5
6161,Characterizing Gulf War Illnesses: Neurally mediated hypotension and postural tachycardia syndrome,"Lucas, KE; Armenian, HK; Debusk, K; Calkins, HG; Rowe, PC",AMERICAN JOURNAL OF MEDICINE,2005,1421,1427,6,0,5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,5
6162,Clinical opinion prevails over the pneumonia severity index,"Siegel, RE",AMERICAN JOURNAL OF MEDICINE,2005,1312,1313,1,0,5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1
6163,Predictive Clinicopathologic and Dynamic Contrast-Enhanced MRI Findings for Tumor Response to Neoadjuvant Chemotherapy in Triple-Negative Breast Cancer,"Eom, Hye-Joung; Cha, Joo Hee; Choi, Woo Jung; Chae, Eun Young; Shin, Hee Jung; Kim, Hak Hee",AMERICAN JOURNAL OF ROENTGENOLOGY,2017,225,230,5,0,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6
6164,Women's health: The struggle to restore hormonal balance,"Stopeck, AT",AMERICAN JOURNAL OF MEDICINE,2005,1181,1182,1,0,5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1
6165,A call to immunize the correctional population for hepatitis A and B,"Gondles, EF",AMERICAN JOURNAL OF MEDICINE,2005,84,89,5,0,5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
6166,Radiology Reports With Hyperlinks Improve Target Lesion Selection and Measurement Concordance in Cancer Trials,"Machado, Laura B.; Apolo, Andrea B.; Steinberg, Seth M.; Folio, Les R.",AMERICAN JOURNAL OF ROENTGENOLOGY,2017,31,37,6,0,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4
6167,A 57-year-old man with a 6-day headache and fatigue,"Baken, J; Nilsson, KR; Mani, S",AMERICAN JOURNAL OF MEDICINE,2005,219,221,2,0,5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3
6168,Chronic obstructive pulmonary disease: Is there a case for early intervention?,"Ramsey, SD; Sullivan, SD",AMERICAN JOURNAL OF MEDICINE,2004,3,10,7,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,2
6169,Managed care patient protection or provider protection? - A qualitative assessment,"Hall, MA",AMERICAN JOURNAL OF MEDICINE,2004,932,937,5,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
6170,"Has acetylcysteine, use changed the incidence of contrast nephropathy in hospitalized patients? - A before-after study","Shah, SJ; Hsu, CY",AMERICAN JOURNAL OF MEDICINE,2004,948,952,4,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,2
6171,Simulation Center Training as a Means to Improve Resident Performance in Percutaneous Noncontinuous CT-Guided Fluoroscopic Procedures With Dose Reduction,"Mendiratta-Lala, Mishal; Williams, Todd R.; Mendiratta, Vivek; Ahmed, Hafeez; Bonnett, John W.",AMERICAN JOURNAL OF ROENTGENOLOGY,2015,376,381,5,0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,5
6172,Commercial support and bias in pharmaceutical research,"Landefeld, CS",AMERICAN JOURNAL OF MEDICINE,2004,876,878,2,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1
6173,Sex-associated differences in clinical outcomes after coronary stenting in patients with diabetes mellitus,"Ndrepepa, G; Mehilli, J; Bollwein, H; Pache, J; Schomig, A; Kastrati, A",AMERICAN JOURNAL OF MEDICINE,2004,830,836,6,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,6
6174,Can Morphologic Characteristics of the Reversed Halo Sign Narrow the Differential Diagnosis of Pulmonary Infections?,"Marchiori, Edson; Zanetti, Glaucia; Godoy, Myrna C. B.",AMERICAN JOURNAL OF ROENTGENOLOGY,2014,557,558,1,0,6,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3
6175,Reimbursement denial and reversal by health plans at a University Hospital,"Greenberg, JD; Hoover, DR; Sharma, R; Noveck, H; Bueno, M; Carson, JL",AMERICAN JOURNAL OF MEDICINE,2004,629,635,6,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6
6176,Low sensitivity of ultrasonography for the early diagnosis of amebic liver abscess,"Elzi, L; Laifer, G; Sendi, P; Ledermann, HP; Fluckiger, U; Bassetti, S",AMERICAN JOURNAL OF MEDICINE,2004,519,522,3,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,6
6177,Bilateral testicular and epipidymal involvement in sarcoidosis,"Astudillo, L; Payoux, P; Game, X; Sailler, L; Arne, JL; Arlet-Suau, E",AMERICAN JOURNAL OF MEDICINE,2004,646,647,1,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,6
6178,Age-related differences in preventive care among adults with diabetes,"Persell, SD; Zaslavsky, AM; Weissman, JS; Ayanian, JZ",AMERICAN JOURNAL OF MEDICINE,2004,630,634,4,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,4
6179,The future of health services research in academic medicine,"Vargas, RB; Landon, BE; Shapiro, MF",AMERICAN JOURNAL OF MEDICINE,2004,503,507,4,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,3
6180,Low erythropoietin level can cause anemia in patients without advanced renal failure,"Ahn, SH; Garewal, HS",AMERICAN JOURNAL OF MEDICINE,2004,280,281,1,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2
6181,Obesity-associated hypoventilation - A Growing concern,"Carden, KA; Fogel, RB",AMERICAN JOURNAL OF MEDICINE,2004,58,59,1,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
6182,Siliconoma: An unusual entity for the internist,"Salmi, R; Boari, B",AMERICAN JOURNAL OF MEDICINE,2004,67,67,0,0,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2
6183,Thiazolidinedione regulation of smooth muscle cell proliferation.,"Bruemmer, Dennis; Law, Ronald E",AMERICAN JOURNAL OF MEDICINE,2003,87,92,5,0,5,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
6184,Customized Knee Arthroplasty and the Role of Preoperative Imaging,"O'Connor, Mary I.; Kransdorf, Mark J.",AMERICAN JOURNAL OF ROENTGENOLOGY,2013,443,450,7,0,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,2
6185,Breast Reconstruction With a Deep Inferior Epigastric Perforator Flap: Imaging Appearances of the Normal Flap and Common Complications,"Hedegard, Wade; Niell, Bethany; Specht, Michelle; Winograd, Jonathan; Rafferty, Elizabeth",AMERICAN JOURNAL OF ROENTGENOLOGY,2013,75,84,9,0,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,5
6186,Passing the clinical baton: 6 principles to guide the hospitalist.,"Goldman, L; Pantilat, S Z; Whitcomb, W F",AMERICAN JOURNAL OF MEDICINE,2001,36,39,3,0,5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3
6187,Rhombencephalic pathways and neurotransmitters controlling deglutition.,"Bieger, D",AMERICAN JOURNAL OF MEDICINE,2001,85,89,4,0,5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1
6188,"Imaging Characteristics of Benign, Malignant, and Infectious Jaw Lesions: A Pictorial Review","Meyer, Kathleen A.; Bancroft, Laura W.; Dietrich, Thomas J.; Kransdorf, Mark J.; Peterson, Jeffrey J.",AMERICAN JOURNAL OF ROENTGENOLOGY,2011,412,421,9,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,5
6189,Medical treatment of supraesophageal complications of gastroesophageal reflux disease.,"Hogan, W J; Shaker, R",AMERICAN JOURNAL OF MEDICINE,2001,197,201,4,0,5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
6190,Supraesophageal complications of reflux disease and hiatal hernia.,"Kahrilas, P J",AMERICAN JOURNAL OF MEDICINE,2001,51,55,4,0,5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6191,Bone Marrow Signal Alteration in the Extremities,"Kung, Justin W.; Yablon, Corrie M.; Eisenberg, Ronald L.",AMERICAN JOURNAL OF ROENTGENOLOGY,2011,492,510,18,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3
6192,"Morphology of the Distal Radioulnar Joint: Cadaveric Study With MRI and MR Arthrography With the Forearm in Neutral Position, Pronation, and Supination","Buck, Florian M.; Nico, Marcelo A. C.; Gheno, Ramon; Haghighi, Parviz; Trudell, Debra J.; Resnick, Donald",AMERICAN JOURNAL OF ROENTGENOLOGY,2010,202,207,5,0,6,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,6
6193,Superior Vena Cava Syndrome Resulting in Osseous Venous Congestion Simulating Sclerotic Bone Lesions,"Jesinger, Robert A.; Huynh, Bang; Gover, David",AMERICAN JOURNAL OF ROENTGENOLOGY,2009,344,345,1,0,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,3
6194,Nonsteroidal anti-inflammatory drug-associated dyspepsia: basic mechanisms and future research.,"Jones, J; Raud, J",AMERICAN JOURNAL OF MEDICINE,2001,14,18,4,0,5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2
6195,Rivaroxaban Versus Warfarin in Patients With Nonvalvular Atrial Fibrillation and Severe Kidney Disease or Undergoina Hemodialysis,"Coleman, Craig, I; Kreutz, Reinhold; Sood, Nitesh A.; Bunz, Thomas J.; Eriksson, Daniel; Meinecke, Anna-Katharina; Baker, William L.",AMERICAN JOURNAL OF MEDICINE,2019,1078,1083,5,0,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
6196,Iron Supplementation Improves Cardiovascular Outcomes in Patients with Heart Failure,"Zhou, Xiang; Xu, Weiting; Xu, Youjia; Qian, Zhiyuan",AMERICAN JOURNAL OF MEDICINE,2019,955,963,8,0,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
6197,Clinical Characteristics and Etiologies of Miliary Nodules in the US: A Single-Center Study,"Salahuddin, Moiz; Karanth, Siddharth; Ocazionez, Daniel; Estrada-Y-Martin, Rosa M.; Cherian, Sujith, V",AMERICAN JOURNAL OF MEDICINE,2019,767,769,2,0,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
